time,value
0.0,5.0
0.002,5.241342501696462
0.004,5.314432371702065
0.006,5.406529715472505
0.008,5.555403166514007
0.01,5.519555717684689
0.012,5.64009488465192
0.014,5.588542500953636
0.016,5.739109167315985
0.018,5.727875203260303
0.02,5.805506178963421
0.022,5.862219435191599
0.024,5.889124648399857
0.026,6.032779607699451
0.028,6.082016557284306
0.03,5.965585828865227
0.032,5.944447443040329
0.034,6.157989309056424
0.036,6.150742112222913
0.038,6.170201097464314
0.04,6.032232225113813
0.042,6.007825730945249
0.044,5.970270711966839
0.046,6.135909615120912
0.048,6.122197945924604
0.05,6.214446160243472
0.052,6.302986002699132
0.054,6.3521787811054775
0.056,6.489326852375811
0.058,6.431047406150785
0.06,6.528944079117222
0.062,6.721803931393265
0.064,6.701706423872162
0.066,6.773831211624978
0.068,6.832325808302943
0.07,6.760144424301876
0.072,6.702496150565965
0.074,6.634870279729318
0.076,6.606472969544592
0.078,6.719653495619738
0.08,6.564205930834222
0.082,6.828562729114076
0.084,7.105324855937389
0.086,7.1533578448139705
0.088,7.283336553235427
0.09,7.223687488053138
0.092,7.1612021947877365
0.094,7.326143074611473
0.096,7.331494902617034
0.098,7.36483431428283
0.1,7.317478803000072
0.102,7.407536433602499
0.104,7.441187531939436
0.106,7.382016782045627
0.108,7.366956346004165
0.11,7.3587293029033916
0.112,7.418442041558127
0.114,7.350792004172476
0.116,7.509417348654663
0.118,7.485160251280487
0.12,7.630225502306207
0.122,7.7485020577292465
0.124,7.809162812766391
0.126,7.766681417184727
0.128,7.731589836164575
0.13,7.553944806835059
0.132,7.346674915708745
0.134,7.379009851612739
0.136,7.510924639925671
0.138,7.6078997320623065
0.14,7.610984870584054
0.142,7.714867181647666
0.144,7.644155278335355
0.146,7.6494570315073815
0.148,7.58113071376734
0.15,7.832610487203443
0.152,7.963236839374471
0.154,8.31460426355387
0.156,8.442787275712988
0.158,8.526867020917233
0.16,8.593932233807354
0.162,8.513003674683313
0.164,8.419277040627792
0.166,8.411437507113789
0.168,8.381383008391746
0.17,8.463116710505812
0.172,8.506975001987563
0.174,8.723375590894097
0.176,8.797422752085605
0.178,8.813010728570262
0.18,9.02903508861791
0.182,9.087888556273557
0.184,9.400000181378195
0.186,9.642961598506261
0.188,9.506231342309343
0.19,9.601685977687906
0.192,9.556282928149212
0.194,9.622676731260071
0.196,9.631977340727348
0.198,9.747866532238026
0.2,9.632694501177617
0.202,9.91275817419461
0.204,9.734921327294076
0.206,9.658990188104912
0.208,9.722884732255569
