time,value
0.0,5.0
0.02,6.070889506856291
0.04,6.610556272145179
0.06,7.21766494642099
0.08,8.034777997623033
0.1,8.160371809365826
0.12,8.883060701549393
0.14,8.928108028756654
0.16,9.777897173001657
0.18,9.968947397737029
0.2,10.527086944936235
0.22,10.995860771897208
0.24,11.333758455972678
0.26,12.180889522545952
0.28,12.609627195790408
0.3,12.281881159245142
0.32,12.390723111678035
0.34,13.568451312657551
0.36,13.72505218093118
0.38,14.005312277056715
0.4,13.532911639978384
0.42,13.605904520012182
0.44,13.61427707461393
0.46,14.59145786008817
0.48,14.700924149204436
0.5,15.327546311696084
0.52,15.935432825751159
0.54,16.34483314382586
0.56,17.198308012310214
0.58,17.04803034816288
0.6,17.702511233726472
0.62,18.85099410526894
0.64,18.878621512662146
0.66,19.39473451708481
0.68,19.836268926605918
0.7,19.571775458979115
0.72,19.38770980652584
0.74,19.15114182317603
0.76,19.1271737226028
0.78,19.86445754090831
0.8,19.141033302734836
0.82,20.695775899714057
0.84,22.333547228366513
0.86,22.703632225319076
0.88,23.533432662628016
0.9,23.285162265860446
0.92,23.022774344652156
0.94,24.052059331336352
0.96,24.16856839890719
0.98,24.444638968410928
1.0,24.2540703043045
1.02,24.855957148579574
1.04,25.129448660117234
1.06,24.86182041439412
1.08,24.8523918218787
1.1,24.882373862147542
1.12,25.306862672013196
1.14,24.985544799258125
1.16,25.98630393309124
1.18,25.911831615177896
1.2,26.833884932186187
1.22,27.596788741973356
1.24,28.01451122978835
1.26,27.812551150236597
1.28,27.656329338000834
1.3,26.648587311307068
1.32,25.479439215279587
1.34,25.740268542578157
1.36,26.587592808790134
1.38,27.226265350174458
1.4,27.30152486142351
1.42,27.979759783014515
1.44,27.60484658775001
1.46,27.69019042010474
1.48,27.331779964156567
1.5,28.896867696708295
1.52,29.73390086114101
1.54,31.918438705902446
1.56,32.73463856048292
1.58,33.27443261706188
1.6,33.70584301043819
1.62,33.208468674381265
1.64,32.635933902036534
1.66,32.60391131786464
1.68,32.43375212005359
1.7,32.96028051994694
1.72,33.24836109930726
1.74,34.61356926321241
1.76,35.08293226036967
1.78,35.18108741335721
1.8,36.545019577330976
1.82,36.90926479764674
1.84,38.88571233583325
1.86,40.42262200055896
1.88,39.50150813983661
1.9,40.08716771356776
1.92,39.76035143114011
1.94,40.15741965439769
1.96,40.18377337680931
1.98,40.89849736124852
2.0,40.11406465084802
2.02,41.888228164388856
2.04,40.68750259642186
2.06,40.159931971366596
2.08,40.538830902594185
2.1,39.226981528703725
2.12,38.418948657206755
2.14,38.669507414393834
2.16,39.0868572798386
2.18,40.07276184798706
2.2,39.009327942946314
2.22,38.91789883203608
2.24,37.123206144157216
2.26,38.039386753301095
2.28,37.278082862222384
2.3,37.924604040608315
2.32,38.674646279504884
2.34,39.41904109497167
2.36,39.840057772048375
2.38,39.64578621738072
2.4,41.564841581607794
2.42,42.70582912419135
2.44,42.70709327595049
2.46,42.28991183412999
2.48,42.275412251082564
2.5,42.69609620734072
2.52,43.285709511646004
2.54,43.95297697283816
2.56,43.83160360756577
2.58,42.73423350464566
2.6,40.87306632529019
2.62,42.238486757828156
2.64,42.26290242830544
2.66,43.58527096670962
2.68,43.22330826563975
2.7,41.59467139851792
2.72,40.910719175757315
2.74,41.93181986591185
2.76,42.21669158897585
2.78,43.70297342132095
2.8,45.2603501065585
2.82,46.818933076176904
2.84,45.91776888538212
2.86,45.42679027937799
2.88,44.9173295316126
2.9,45.742165677500736
2.92,45.89569739415666
2.94,46.306640780465486
2.96,45.657778735657395
2.98,46.996864802273606
3.0,48.247749001590996
3.02,50.625288117403414
3.04,51.578065896034225
3.06,51.35333283975982
3.08,52.33934662741816
3.1,53.33894606355955
3.12,55.93143412902765
3.14,54.07627836034591
3.16,53.227074453396725
3.18,54.37868631097045
3.2,56.44389298212842
3.22,55.059315425417395
3.24,56.95638509944699
3.26,58.079998821468884
3.28,58.13666595596353
3.3,60.26761871536182
3.32,59.27570034392678
3.34,59.63137501664253
3.36,58.678466269879166
3.38,60.821979867818456
3.4,60.84034287943299
3.42,59.16326184672051
3.44,58.9836192765565
3.46,60.18875551335223
3.48,59.524011252293896
3.5,58.352234643155995
3.52,58.488804064622364
3.54,59.255672316851594
3.56,58.62765956249164
3.58,57.57291566161479
3.6,58.290691348334185
