time,value
0.0,80.0
0.002,79.13633307373382
0.004,79.90743460187986
0.006,80.41482843739551
0.008,80.67028805939826
0.01,80.72772153421177
0.012,80.58845561984042
0.014,80.59450568121629
0.016,81.11614595154042
0.018,80.64634037971433
0.02,80.41685182460421
0.022,80.83687075538913
0.024,80.99291274462175
0.026,80.49837214222542
0.028,80.30091231043784
0.03,80.47332948990736
0.032,80.32037336925805
0.034,80.27693000021554
0.036,80.96712091177577
0.038,81.16492191468583
0.04,80.97688451411157
0.042,80.24106340925674
0.044,80.24271813111262
0.046,79.4736245376574
0.048,79.62155104123946
0.05,79.88091374685622
0.052,79.23096361180569
0.054,79.64954295142496
0.056,79.47825281688837
0.058,78.64314524328248
0.06,79.02181483437579
0.062,78.81868066446022
0.064,78.88936337018472
0.066,78.60969169431024
0.068,78.41613601971704
0.07,78.32901111297963
0.072,78.23169282764465
0.074,78.0823209971151
0.076,77.99891838588337
0.078,78.31100212811778
0.08,78.29980480962392
0.082,78.83872163672959
0.084,79.07365111931261
0.086,78.63935275738604
0.088,78.83023715389665
0.09,78.31067694863877
0.092,79.0918603641565
0.094,78.9284486721459
0.096,78.82154503655211
0.098,78.93692951911102
0.1,78.54422196755635
0.102,78.62224553692454
0.104,79.36643902178145
0.106,79.28859637149685
0.108,79.07856332219127
0.11,78.23737792448105
0.112,77.71573332104366
0.114,77.9776281011871
0.116,77.73087031124497
0.118,77.94149345354766
0.12,77.93578340623269
0.122,77.77032375461582
0.124,77.38885199893707
0.126,76.88019315115072
0.128,75.81997003350628
0.13,75.86165152890668
0.132,76.26892452122877
0.134,76.50941144702824
0.136,76.98478129789628
0.138,76.72207759700072
0.14,77.44515839959607
0.142,77.0576948288004
0.144,77.06629432694767
0.146,77.34705678876026
0.148,77.7107767702265
0.15,78.01808238095468
0.152,78.04886467339982
0.154,77.34462480164456
0.156,77.28536717230965
0.158,77.69958140096477
0.16,78.14323388306293
0.162,77.74686069892122
0.164,77.2595080927896
0.166,76.42573372327337
0.168,76.97743172062252
0.17,77.40858508076442
0.172,77.6149732516364
0.174,77.12382607407746
0.176,76.81597058011356
0.178,76.92972396526666
0.18,77.50871707536913
0.182,78.14398340415998
0.184,78.37258581531778
0.186,78.03315125458676
0.188,77.9878259851469
0.19,77.90800939104112
0.192,78.2181396042175
0.194,78.67795764612197
0.196,78.75559621492582
0.198,78.62678609352241
0.2,78.12389786275332
0.202,78.4531525626971
0.204,78.39000259189825
0.206,77.82810181417689
0.208,77.75819638540077
0.21,77.47524404629577
0.212,76.79506930759796
0.214,76.72641658274534
0.216,77.17321053639958
0.218,76.98043173367101
0.22,76.61170026150404
